,Date,Type,Country,Area,Activity,Sex,Age,Injury,Fatal,Species
4535,1948-11-01,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,M,41,Leg bitten,N,Unidentified
4536,1948-09-01,Unprovoked,GREECE,Attica,Swimming,M,17,FATAL,Y,Said to be 6.4 m [21'] shark
4537,1948-09-01,Unprovoked,USA,Hawaii,Swimming,M,0,Leg bitten,N,Unidentified
4538,1948-09-01,Unprovoked,USA,Hawaii,Fishing,M,0,Survived,N,Unidentified
4539,1948-09-01,Unprovoked,TURKEY,Adana Province,Swimming,M,0,FATAL,Y,Unidentified
4540,1948-09-01,Sea Disaster,MID ATLANTIC OCEAN,Unidentified,Leicester abandoned in a hurricane,M,0,"FATAL, 2 men killed by sharks, 20 survived",Y,Unidentified
4541,1948-09-01,Unprovoked,IRAN,Bandar Ma�shur sea inlet,Bathing or washing,F,60,"FATAL, left arm & left buttock severed ",Y,Unidentified
4542,1948-08-01,Unprovoked,IRAN,Shatt-al-Arab River,Unidentified,M,13,"FATAL, right arm  severely bitten & surgically amputated, died 12 to 14 hours later   ",Y,Unidentified
4543,1948-08-01,Unprovoked,IRAN,Shatt-al-Arab River,Swimming,M,15,"Quadriceps lacerated, femur exposed",N,Unidentified
4544,1948-08-01,Provoked,BAHAMAS,Bimini Islands,Spearing a shark,M,41,Shark that he speared bit his calf     PROVOKED INCIDENT,N,"Lemon shark, 4'"
4545,1948-07-01,Unprovoked,USA,US Virgin Islands,Swimming,M,46,FATAL,Y,Unidentified
4546,1948-06-01,Unprovoked,NORTHERN MARIANA ISLANDS,Saipan,Swimming,M,0,Heel bitten,N,Unidentified
4547,1948-05-01,Provoked,IRAN,Shatt-al-Arab River,"Fishing, shark caught in his net",M,38,"8"" x 4"" left antecubital fossa of muscle & skin removed  PROVOKED INCIDENT",N,Unidentified
4548,1948-04-01,Provoked,SOUTH AFRICA,Western Cape Province,"Bringing hooked, harpooned shark onboard boat",M,0,Groenwald's arm lacerated by the shark PROVOKED INCIDENT,N,Unidentified
4549,1948-03-01,Unprovoked,KENYA,Coast Province,Unidentified,M,0,FATAL,Y,Unidentified
4550,1948-03-01,Invalid,SENEGAL,Cap Vert Peninsula,Unidentified,Unidentified,0,Fragment of human foot recovered from 300-kg [662-lb] tiger shark,Unidentified,Shark involvement prior to death not confirmed
4551,1948-03-01,Provoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago",Spearfishing,M,30,Leg bitten by shark that he had speared  PROVOKED INCIDENT,N,"""grey shark"""
4552,1948-02-01,Sea Disaster,USA,Texas,"C47 aircraft carrying 5,000 lbs of ice ditched in the sea",M,0,"FATAL. Womack was injured when plane went down, 3 days later he fell off liferaft & was taken by a shark  ",Y,Unidentified
4553,1948-02-01,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,16,"FATAL, right thigh & leg bitten ",Y,3.7 m [12'] shark
4554,1948-01-01,Unprovoked,AUSTRALIA,New South Wales,Surf skiing,M,0,"No injury, ski bitten",N,6' shark
4555,1900-01-01,Provoked,USA,Florida,Underwater photography,M,48,Grabbed shark by the tail & it bit him PROVOKED INCIDENT,N,Nurse shark
4556,1900-01-01,Unprovoked,NEW GUINEA,Morobe Province,"Fishing, holding fish in right hand",M,0,Right hand bitten,N,Unidentified
4557,1900-01-01,Provoked,PAPUA NEW GUINEA,Bougainville (North Solomons),Spearfishing,M,0,Bitten on face while taking shark off spear PROVOKED INCIDENT,N,Unidentified
4558,1900-01-01,Boating,SOUTH AFRICA,Western Cape Province,Fishing,Unidentified,0,"No injury to occupants, boat holed by shark",N,Unidentified
4559,1947-12-01,Unprovoked,AUSTRALIA,New South Wales,Fishing,M,9,Leg gashed,N,Grey nurse shark
4560,1947-12-01,Invalid,SOUTH AFRICA,KwaZulu-Natal,Unidentified,Unidentified,0,"Human remains, possibly one of the crew of the wrecked fishing boat John Bull. found in 277-kg tiger shark.",Unidentified,Shark involvement prior to death not confirmed
4561,1947-12-01,Unprovoked,SENEGAL,Unidentified,Fishing / diving,M,0,"FATAL, right thigh bitten ",Y,Tiger shark
4562,1947-11-01,Boating,AUSTRALIA,South Australia,Fishing,Unidentified,0,"No injury to occupants, shark made 20 to 30 rushes at dinghy",N,5.5 m [18'] shark
4563,1947-11-01,Unprovoked,AUSTRALIA,New South Wales,Fishing from surf ski,M,17,"No injury, ski bumped",N,Unidentified
4564,1947-11-01,Unprovoked,AUSTRALIA,New South Wales,Fishing from surf ski,M,16,"No injury, ski bumped",N,Unidentified
4565,1947-11-01,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,12,"FATAL, leg severed at knee  ",Y,Unidentified
4566,1947-11-01,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,13,Thighs & knee lacerated,N,Unidentified
4567,1947-11-01,Unprovoked,AUSTRALIA,Queensland,Unidentified,M,78,FATAL,Y,Unidentified
4568,1947-10-01,Unprovoked,AUSTRALIA,Northern Territory,Fishing in waist-deep water,M,0,Kneecap removed,N,Unidentified
4569,1947-10-01,Unprovoked,BRAZIL,Pernambuco,Swimming ,M,25,FATAL,Y,Unidentified
4570,1947-08-01,Unprovoked,USA,Florida,Swimming,M,20,"FATAL, calf bitten, leg surgically amputated  ",Y,Possibly C. leucas
4571,1947-07-01,Provoked,USA,California,Fishing,M,46,PROVOKED INCIDENT,N,a small shark
4572,1947-07-01,Unprovoked,AUSTRALIA,Northern Territory,Diving,M,0,Suit ripped,N,"Most likely, a small shark"
4573,1947-07-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,20,Right thigh lacerated,N,Unidentified
4574,1947-07-01,Invalid,GREECE,Carpathian Sea,Jumped overboard ,M,0,Shark involvement  unconfirmed,Unidentified,Questionable
4575,1947-06-01,Unprovoked,USA,Hawaii,Fishing,M,35,"Left forearm, arm & leg lacerated",N,Unidentified
4576,1947-06-01,Boating,AUSTRALIA,New South Wales,Fishing,Unidentified,0,"No injury to occupants, shark bumped & lifted dinghy",N,"Tiger shark, 14' "
4577,1947-05-01,Unprovoked,KENYA,Coast Province,Swimming,M,0,Knee grazed,N,Unidentified
4578,1947-04-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,21,Ankle & shin lacerated,N,"1.5 m, 45-kg shark"
4579,1947-04-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,M,14,"Thigh severely lacerated, shin & calf lacerated",N,Unidentified
4580,1947-04-01,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,17,"No injury, board scraped by shark",N,Unidentified
4581,1947-04-01,Provoked,PACIFIC OCEAN,Unidentified,"Moving shark from tuna vessel when boat rolled, placing both man & shark in chest-deep water",M,29,"Right arm punctured, finger lacerated PROVOKED INCIDENT",N,Unidentified
4582,1947-03-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Wading,M,18,"Hip abraded, right calf severely lacerated",N,Unidentified
4583,1947-03-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,22,Lacerations on buttock  &  right foot ,N,"Blacktip shark, 2 m [6.75'] "
4584,1947-02-01,Boating,AUSTRALIA,Queensland,Fishing,Unidentified,0,"No injury, shark holed boat",N,Unidentified
4585,1947-02-01,Provoked,BAHAMAS,New Providence Island,Attempting to ride a shark,M,0,Arm bitten PROVOKED INCIDENT,N,5' shark
4586,1947-02-01,Unprovoked,BRAZIL,Rio de Janeiro,Bathing,Unidentified,0,FATAL,Y,Unidentified
4587,1947-01-01,Boating,AUSTRALIA,New South Wales,Rowing,Unidentified,0,"No injury, shark lifted the boat 0.5 m out of the water",N,"4.5  m [14'9""] shark"
4588,1947-01-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,18,Flexed left leg lacerated,N,>1.6 m shark
4589,1946-12-01,Unprovoked,AUSTRALIA,South Australia,Swimming near jetty with 2' piece of wood,M,23,"Forearm & fingers lacerated, teethmarks on wood",N,Unidentified
4590,1946-12-01,Boating,AUSTRALIA,Queensland,Unidentified,Unidentified,0,Shark jumped into cockpit,N,7' shark
4591,1946-11-01,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving from lugger,M,30,"FATAL, right arm severed",Y,Unidentified
4592,1946-10-01,Unprovoked,MARSHALL ISLANDS,Kwajalein,Fishing,M,0,FATAL,Y,Unidentified
4593,1946-10-01,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,15,Left leg lacerated,N,Unidentified
4594,1946-08-01,Unprovoked,ISRAEL,Gaza,Fishing,M,15,Laceration to back,N,Unidentified
4595,1946-08-01,Unprovoked,AUSTRALIA,Queensland,Swimming after a tennis ball,M,30,"FATAL, body not recovered",Y,4.3 m [14'] shark
4596,1946-07-01,Unprovoked,IRAN,Khuzestan Province,"Fishing, probably with a net",M,12,Radius & ulna bared,N,Unidentified
4597,1946-07-01,Unprovoked,IRAN,Khuzestan Province,Swimming ,M,12,"Left Achilles tendon severed, calf muscles severely lacerated",N,Possibly C. leucas
4598,1946-06-01,Unprovoked,INDIA,Unidentified,Bathing,M,14,"""Serious injuries""",N,Unidentified
4599,1946-05-01,Unprovoked,TANZANIA,Dar-es-Salaam ,Swimming ,M,0,Leg bitten,N,Unidentified
4600,1946-04-01,Unprovoked,AUSTRALIA,Queensland,Swimming,M,17,FATAL,Y,Unidentified
4601,1946-04-01,Boating,AUSTRALIA,South Australia,Fishing,Unidentified,0,"No injury to occupants. Shark charged boat, tore off rudder & tossed it air, then swam off with it",N,6 m [20']  shark
4602,1946-03-01,Boating,AUSTRALIA,South Australia,Fishing,M,28,"No injury; shark rammed boat, catapulting Leverenz in the sea & damaging boat",N,Unidentified
4603,1946-02-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,21,Right arm severely lacerated,N,Unidentified
4604,1946-02-01,Unprovoked,AUSTRALIA,Western Australia,Standing,M,18,"Leg bitten, surgically amputated",N,"White shark, 4.2 m [13'9""] "
4605,1946-02-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,M,18,Flexed right  knee bitten,N,Unidentified
4606,1946-01-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,15,Knee & calf lacerated,N,Unidentified
4607,1946-01-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,0,Foot severely lacerated,N,Unidentified
4608,1946-01-01,Unprovoked,AUSTRALIA,Queensland,Unidentified,M,12,Ankle bitten,N,small shark
4609,1946-01-01,Unprovoked,SOUTH AFRICA,Western Cape Province,Jumping in swells,M,18,Foot bitten,N,1.5 m [5'] shark
4610,1946-01-01,Unprovoked,AUSTRALIA,New South Wales,Swimming,F,14,"FATAL, left leg severed, right leg injured  ",Y,Unidentified
4611,1946-01-01,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body surfing,M,24,Calf lacerated,N,Unidentified
4612,1900-01-01,Boating,SOUTH AFRICA,Western Cape Province,Unidentified,Unidentified,0,"No injury to occupants, shark struck boats+K1581",N,Unidentified
4613,1900-01-01,Boating,SOUTH AFRICA,Western Cape Province,Unidentified,Unidentified,0,"Shark holed and sank boat, occupants rescued",N,Unidentified
4614,1900-01-01,Unprovoked,PERSIAN GULF,"""Head of the Gulf""",Bitten after dhow shipwrecked,F,0,"Abdomen bitten, but she survived. Most of the 40 others that survived the wreck, were taken by sharks",N,Unidentified
4615,1945-09-01,Unprovoked,HONG KONG,Unidentified,Bathing,M,0,FATAL,Y,Unidentified
4616,1945-09-01,Sea Disaster,OKINAWA,Unidentified,American minesweeper USS YMS-472 foundered in a typhoon - swimming to shore,M,20,Laceration to arm,N,Unidentified
4617,1945-09-01,Sea Disaster,JAPAN,Ryukyu,American minesweeper USS YMS-350 lost in a typhoon - swimming to shore,M,0,FATAL,Y,Unidentified
4618,1945-09-01,Unprovoked,IRAN,Shatt-al-Arab River,Swimming,M,13,"Right forearm injured, mid-humeral amputation",N,Unidentified
4619,1945-08-01,Unprovoked,IRAN / IRAQ,Shatt-al-Arab River,Unidentified,M,0,Lower left leg amputated,N,Unidentified
4620,1945-08-01,Unprovoked,USA, North Carolina,Unidentified,Unidentified,0,FATAL,Y,Unidentified
4621,1945-07-01,Sea Disaster,PHILIPPINES,In transit between Tinian and Leyte,American cruiser Indianapolis torpedoed & sunk by the Japanese submarine I-58,Unidentified,0,"About 300  crew perished during the sinking, the remainder abandoned ship. Many who survived the loss of the ship were taken by sharks. In all, only 316 of her crew of 1,196 survived.",Y,Unidentified
4622,1945-07-01,Sea Disaster,JAVA,Northern Java,"90 European civilians, many women & children, were placed on the deck of a Japanese submarine that submerged when it was well offshore",Unidentified,0,Sharks attacked the swimmers. The sole survivor lost his arm & foot & died of his injuries shortly after being picked up  by Javanese fishermen. The incident became known as the Cheribon Atrocity,Y,Unidentified
4623,1945-06-01,Unprovoked,AUSTRALIA,Queensland,Swimming,M,0,FATAL,Y,Unidentified
4624,1945-05-01,Unprovoked,USA,North Carolina,Swimming,M,0,"FATAL, large gash to thigh",Y,Unidentified
4625,1945-03-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Walking,M,37,"Right leg bitten knee to foot, surgically amputated",N,Thought to involve a Zambesi shark
4626,1945-02-01,Unprovoked,ISRAEL,Tel Aviv,Swimming,M,0,"Survived. R.A.F. pilot, seeing commotion in the water, dived his plane to investigate and scared off shark",N,Unidentified
4627,1900-01-01,Unprovoked,JAMAICA,Unidentified,Diving,M,0,Hand severed,N,Unidentified
4628,1900-01-01,Unprovoked,CUBA,Havana Province,"Playing on rock, slipped & fell into the water",M,0,FATAL,Y,Unidentified
4629,1900-01-01,Unprovoked,PANAMA,Colon Province,Bathing with her mother,F,0,Foot bitten,N,Unidentified
4630,1900-01-01,Unprovoked,IRAQ,Basrah,Swimming,M,15,Left foot bitten,N,Bull shark
4631,1944-12-01,Sea Disaster,PHILIPPINES,300 miles east of Luzon,Swimming near life raft,M,19,Arm bitten,N,9' shark
4632,1944-12-01,Provoked,USA,Florida,Fishing for mackerel,Unidentified,0,"No injury to occupants. After being prodded with an oar, shark struck bow and sank boat PROVOKED INCIDENT",N,"Tiger shark, 4.5 to 5.5 m [14'9"" to 18'], 2000-lb  "
4633,1944-11-01,Sea Disaster,SIERRA LEONE,Western Area,Unidentified,M,18,FATAL,Y,Unidentified
4634,1944-11-01,Invalid,AUSTRALIA,Queensland,Swimming,M,0,Probable drowning & scavenging,Unidentified,Unidentified
4635,1944-10-01,Sea Disaster,PHILIPPINES,Unidentified,"USS Gambier Bay CVE-73  shelled & sunk  at 09h57 on 10/24/1944, by Japanes fleet enroute to attack the Allied landing force at Leyte.",M,0,When survivors werer rescued on 10/27/1944 by PC 623 there were many sharks in the area,Y,Unidentified
4636,1944-10-01,Sea Disaster, PHILIPPINES,Bernardino Strait near Gulf of Leyte,USS Hoel DD 533 sunk on 10/24/1944 in the Battle off Samar. 2 crewmen were swimmng alongside a floater net &,M,0,"FATAL, both were killed by sharks",Y,Unidentified
4637,1944-10-01,Sea Disaster,PHILIPPINES,Off Samar Island in the Gulf of Leyte,USS Johnston DD 557 sunk on 10/24/1944 in the Battle off Samara. Crewmen were swimming beside a raft.,M,0,"Clinton was bitten on his back, 2 others did not survive",Y,Unidentified
4638,1944-10-01,Unprovoked,PHILIPPINES,Unidentified,Parachuted into Pacific,M,0,"Shark grazed leg, leaving toothmarks",N,Unidentified
4639,1944-10-01,Sea Disaster,Unidentified,Unidentified,Japanese POW ship Arisan Maru with 1800 American prisoners of war on board bound for slave labor camps was torpedoed by an American submarine,M,0,Most of the men drowned & some were taken by sharks. Only only nine men survived,Y,Unidentified
4640,1944-10-01,Boating,AUSTRALIA,Queensland,Fishing,Unidentified,0,No injury to occupants; shark bit dinghy leaving tooth fragments in  its woodwork,N,Unidentified
4641,1944-09-01,Unprovoked,USA,Maryland,Swimming,M,13,Laceration to right lower leg,N,Unidentified
4642,1944-09-01,Unprovoked,CARIBBEAN SEA,Unidentified,Fell overboard from US Navy PC boat,M,0,FATAL,Y,Unidentified
4643,1944-08-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,M,19,"FATAL, body not recovered",Y,Unidentified
4644,1944-07-01,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,17,"FATAL, body not recovered",Y,"White shark, according to witnesses"
4645,1944-06-01,Invalid,NORTH PACIFIC OCEAN,Unidentified,Unidentified,M,0,"When picked up by the USS Boyd DD 44 on 6/23/1944 his raft was ""surrounded by sharks""",Unidentified,Invalid
4646,1944-05-01,Unprovoked,USA,Florida,Bathing,F,15,Left calf bitten,N,1.8 m [6'] blacktip shark or spinner shark
4647,1944-05-01,Unprovoked,SAMOA,Unidentified,Unidentified,Unidentified,0,Minor injury when shark tore off his boot,N,5' shark
4648,1944-05-01,Unprovoked,PANAMA,Caribbean Sea,Washed overboard by swell,M,0,"FATAL. His back was bitten as he was being towed to ship by rescuer, Lieut (j.g.) Stanley Kurta, then the shark pulled him below the surface. ",Y,"White shark, 2.4 m [8'] "
4649,1944-04-01,Unprovoked,NICARAGUA,Lake Nicaragua (fresh water),Unidentified,Unidentified,0,Some killed & others severely injured,Y,Bull sharks to 1.5 m [5']  in length
4650,1944-03-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,18,Left thigh bitten,N,Unidentified
4651,1944-03-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,M,23,"FATAL, left thigh & calf bitten  ",Y,Unidentified
4652,1944-03-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,16,Ankle severely lacerated,N,Unidentified
4653,1944-02-01,Unprovoked,SOUTH AFRICA,Western Cape Province,Treading water,M,0,Foot & ankle lacerated,N,2.1 m [7'] shark
4654,1944-02-01,Unprovoked,INDIA,Unidentified,Bathing,M,12,FATAL,Y,Unidentified
4655,1944-01-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,M,22,"FATAL, right thigh lacerated, femoral artery severed ",Y,Unidentified
4656,1944-01-01,Boating,AUSTRALIA,Western Australia,Fishing,M,0,"No injury, shark took day's catch & struck boat",N,14' shark
4657,1944-01-01,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,14,"Both legs bitten, one surgically amputated",N,Unidentified
4658,1944-01-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,26,"FATAL, leg bitten knee to ankle & posterior tibial artery severed; died of toxemia 2 days later ",Y,Unidentified
4659,1900-01-01,Sea Disaster,SOUTH PACIFIC OCEAN,Unidentified,Adrift on raft,M,0,FATAL            Arm severed,Y,Unidentified
4660,1900-01-01,Sea Disaster,ITALY,Adriatic Sea,B-24 aircraft crashed  into the sea,M,0,FATAL,Y,Unidentified
4661,1900-01-01,Unprovoked,NEW GUINEA,Pacific Ocean,Fell overboard from USS Ward,M,0,FATAL,Y,Unidentified
4662,1943-12-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,17,"FATAL, abdomen, buttock & thigh lacerated  ",Y,Unidentified
4663,1943-12-01,Sea Disaster,USA,South Carolina,The Cuban freighter Libertad was torpedoed and sunk by the German submarine U-129,M,0,"Of the 18 crew who survived the sinking, 10 were taken by sharks. Cabarrocas was bitten but survived",Y,Unidentified
4664,1943-11-01,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming with board,M,0,Right foot lacerated,N,Unidentified
4665,1943-11-01,Sea Disaster,PACIFIC OCEAN,Near the Fiji Islands,The 6711-ton American freighter & troop transport Cape San Juan was torpedoed by the Japanese submarine I-21,M,0,"Of the 1,429 people on board, only 448 survived. Sharks were attacking survivors as they were being rescued",Y,Unidentified
4666,1943-10-01,Invalid,USA,Florida,Unidentified,M,0,"Hand, forearm, leg and pelvis recovered from 4.25 m  [14'] shark caught at Baker�s Haulover, Miami Beach on 26-Oct-1943",Unidentified,Shark involvement prior to death unconfirmed
4667,1943-09-01,Unprovoked,PANAMA,Gulf of Panama,Dived overboard to check propeller of US Navy motor torpedo boat,M,20,"FATAL, left leg  & shoulder bitten  ",Y,"White shark, 2 m [6'9""]  (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)"
4668,1943-08-01,Sea Disaster,ITALY,40 miles south of Naples ,Flying Fortress bomber aircraft went down after daytime raid on Naples. He was swimming on the surface,M,0,"Bitten on arms, hands & feet while awaiting rescue",N,Unidentified
4669,1943-07-01,Sea Disaster,USA,Florida,Treading water after survivng crash of the US Navy airship K-74 that was hit by the German submarine U-134,M,0,FATAL,Y,Unidentified
4670,1943-07-01,Boating,PORTUGAL,Unidentified,Fishing for mackerel,Unidentified,0,No injury to occupants,N,Unidentified
4671,1943-07-01,Invalid,MEXICO,Veracruz,Swimming,M,68,"No injury, a shark made a threat display",Unidentified,Invalid
4672,1943-06-01,Boating,AUSTRALIA,Tasmania,Fishing for cod,M,18,"No injury to occupant, shark grabbed rudder and dragged the dinghy stern-first",N,"White shark, 3.9 m, 550 kg, male"
4673,1943-05-01,Invalid,PACIFIC OCEAN,Unidentified,B-24 crashed during a search mission. Survivors in raft for 47 days ,M,0,Survived,Unidentified,Invalid
4674,1943-05-01,Sea Disaster,CENTRAL PACIFIC,Unidentified,"S2N Navy scout plane went down, E.H. Almond & Lieut A.G. Reading in water",M,26,"Jaw dislocated & contusions from many blows on legs & body by shark fins, rescued after 14 hours",N,Unidentified
4675,1943-05-01,Sea Disaster,CENTRAL PACIFIC,Unidentified,"S2N Navy scout plane went down, E.H. Almond & Lieut A.G. Reading in water",M,0,"FATAL, right leg & left thigh bitten  ",Y,Unidentified
4676,1943-05-01,Sea Disaster,AUSTRALIA,Queensland,Hospital Ship Centaur torpedoed & sunk by the Japanese submarine I-177,M,0,FATAL,Y,Unidentified
4677,1943-05-01,Sea Disaster,INDIAN OCEAN,Unidentified,ship torpedoed 400 miles off the African coas. Man was clinging to hatch cover,M,0,"Leg, foot & arm bitten",N,Blue shark
4678,1943-04-01,Invalid,USA,Hawaii,"Small boat swamped, 4  people swimming to shore but he fell behind the other 3 and vanished",M,0,On 29-Apr-1943 his remains (right forearm & swim trunks) were found in 4.9 m [16'] shark�s gut,Unidentified,Shark involvement prior to death unconfirmed
4679,1943-03-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,31,"FATAL, thigh lacerated, both calves bitten  ",Y,Unidentified
4680,1943-03-01,Sea Disaster,SIERRA LEONE,Unidentified,"The 21,516-ton troopship Empress of Canada torpedoed and sunk by the Italian submarine Leonardo da Vinci",Unidentified,0,"Of the 1346 on board, 392 perished including 90 women & 44 crew. 1 person known to have been fatally injured by a shark.",Y,Unidentified
4681,1943-03-01,Sea Disaster,BRAZIL,Unidentified,The 3540-ton Alfonso Penna was torpedoed & sunk by the Italian submarine Barbarigo,Unidentified,0,"33 crew & 92 passengers were lost, it was thought that some were killed by sharks  FATAL",Y,Unidentified
4682,1943-03-01,Sea Disaster,PAPUA NEW GUINEA,Morobe Province,"Known as The Battle of the Bismarck Sea :  8 Japanese destroyers guarding a convoy of 8 transports were attacked by 129 Allied fighters, 207 bombers & 3 squadrons of the Royal Australian Air Force. ",Unidentified,0,"An estimated  3,000 to 7,000 Japanese troops perished, some were taken by sharks",Y,Unidentified
4683,1943-01-01,Sea Disaster,PACIFIC OCEAN,Northwest of Papua New Guinea,The USS Wahoo torpedoes & sank the Japanese troop transport Buyo Maru,M,0,FATAL,Y,Unidentified
4684,1900-01-01,Unprovoked,MEXICO,Veracruz,Swimming,Unidentified,0,FATAL,Y,Unidentified
4685,1900-01-01,Unprovoked,SOLOMON ISLANDS,Unidentified,Swimming,M,0,Arm severed,N,Unidentified
4686,1900-01-01,Unprovoked,IRAQ,Unidentified,Swimming,M,22,"Right arm severed, left foot bitten",N,Unidentified
4687,1900-01-01,Unprovoked,USA,Hawaii,Spearfishing,M,0,Calf nipped in each case,N,"""small sharks"""
4688,1900-01-01,Unprovoked,USA,Hawaii,Spearfishing,M,0,Calf nipped in each case,N,"""small sharks"""
4689,1900-01-01,Unprovoked,USA,Hawaii,Unidentified,M,0,"Unprovoked, but circumstances unknown",Unidentified,Unidentified
4690,1942-12-01,Unprovoked,AUSTRALIA,New South Wales,Dog paddling or standing,F,15,"FATAL, legs bitten ",Y,Bull shark
4691,1942-11-01,Sea Disaster,SOUTH AFRICA,KwaZulu-Natal,U-177 torpedoed & sank the troopship Nova Scotia,M,0,"192 survived, but 750 perished. Many were taken by sharks, including Levine",Y,"1.8 m to 2.4 m [6' to 8'] sharks, most were oceanic whitetip sharks"
4692,1942-11-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,38,"Calf bitten, leg surgically amputated",N,Unidentified
4693,1942-11-01,Sea Disaster,SOLOMON ISLANDS,Unidentified,Thrown from destroyer when shell hit,M,19,Hip bitten,N,Unidentified
4694,1942-11-01,Sea Disaster,INDIAN OCEAN,Unidentified,"On 6-Nov-1942, the German submarine U-68 sank the City of Cairo 5 days from Cape Town, survivors took to lifeboats & rafts. On the 15th day, a fireman jumped over the stern & was taken by sharks",M,0,FATAL,Y,Unidentified
4695,1942-11-01,Sea Disaster,SOLOMON ISLANDS,Unidentified,"Anti-Aircraft cruiser USS Atlanta (CL,-05) travelling in convoy after the Battle of Midway, encountered a Japanese flotilla  (Battle of Guadalcanal) &, heavily damaged by gunfire, she was lost off Lunga Point. Victim was swimming when bitten.",M,0,"Injured by sharks, but managed to swim ashore 6.5 hours later",N,Unidentified
4696,1942-11-01,Sea Disaster,SOLOMON ISLANDS / VANUATU,Unidentified,Explosion & sinking of the USS Juneau after being torpedoed by the submarine  I-85,M,0,"Over a period of a week men in the water died of wounds, thirst & sharks. George Sullivan, the last of the Sullivan brothers, survived for 5 days & then was killed by 3 sharks.",Y,Unidentified
4697,1942-11-01,Sea Disaster,SOLOMON ISLANDS,Unidentified,Unidentified,M,0,FATAL,Y,Unidentified
4698,1942-11-01,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming ,M,18,"FATAL, body not recovered",Y,"White shark, 4.5 m  to 6 m [14'9"" to 20'] according to witnesses"
4699,1942-11-01,Provoked,PACIFIC OCEAN,Between Hawaii and U.S.A.,In rubber dinghy with Captain Eddie Rickenbacker for 21 days. ,M,0,One man drove a knife through rubberized canvas trying to stab a shark & it injured him with its tail PROVOKED INCIDENT,N,Unidentified
4700,1942-11-01,Sea Disaster,Unidentified,Off South American coast,"Dutch merchant ship Zaandam torpedoed  by the U-174 amidships, sank & dozens of survivors took to rafts & boats. One man, Izzi, who drifted 83 days on a raft related that sharks attacked many men in the water when the ship went down",M,0,FATAL,Y,Unidentified
4701,1942-10-01,Sea Disaster,SOLOMON ISLANDS,Makora-Ulawa Province,"His ship, the US destroyer Duncan DD 485, had been  sunk by crossfire from Japanese warships. He was wearing a kapok lifejacket & using 2 aluminum powder tins for floatation  ",M,25,"Foot, hand, elbow & calf lacerated & abraded, thigh gashed",N,Unidentified
4702,1942-09-01,Sea Disaster,ATLANTIC OCEAN,04.05N-13.23W,The 6015-ton British ship Empire Avocet was torpedoed by the German submarine U-125. ,Unidentified,0,Survivors on life rafts were harassed by sharks,N,Unidentified
4703,1942-09-01,Sea Disaster,ATLANTIC OCEAN,Unidentified,"The Pacquebot Laconia, enroute to Liverpool with 600 Italian prisoners onboard, was torpedoed by the German submarine  U-156 and only 2 rafts were launched before the ship went down. Unable to board an overcrowded raft, he was swimming.",M,0,"Calf lacerated. He was rescued by German submarine, which sunk. Rescued by Italian submarine, which sunk. Managed to reach Dakar",N,Unidentified
4704,1942-09-01,Unprovoked,AUSTRALIA,Queensland,Treading water,M,24,"Right foot severed & calf removed, leg  surgically amputated below the knee",N,"Tiger shark, 2.4 m to 3 m [8' to 10'] "
