,Year,Month,Activity,Type,Fatal
4741,1941,Jul,Fishing for tuna,Unprovoked,0
4742,1941,Jul,Fishing,Provoked,0
4743,1941,Jun,Fishing from 32' boat,Provoked,0
4744,1941,Jun,"Ditched aircraft, 3 men in the water. Swam for 31 hours",Unprovoked,1
4745,1941,Mar,The troopship Britannia was sunk by the German raider Thor,Unprovoked,0
4746,1941,Mar,Fishing,Provoked,0
4747,1941,Feb,Fishing,Provoked,0
4748,1941,Feb,Seine netting,Provoked,0
4749,1941,Jan,Rescuing seaman after ship sunk by German raider,Unprovoked,0
4750,1941,Jan,Adrift on raft after their ship was sunk by an Axis raider ,Unprovoked,1
4751,1941,Unknown,Floating,Unprovoked,0
4752,1941,Unknown,Standing,Unprovoked,1
4755,1941,Unknown,Slipped off rocks and fell into the water,Unprovoked,1
4756,1941,Unknown,Standing,Unprovoked,1
4758,1940,Dec,Standing on sandbank,Unprovoked,1
4759,1940,Dec,Swimming,Unprovoked,1
4760,1940,Dec,Fishing,Unprovoked,0
4761,1940,Dec,Collecting fish in military trap when bitten by captured shark that had been shot by soldiers with Garten,Provoked,0
4762,1940,Sep,Bathing,Unprovoked,1
4763,1940,Jul,Standing,Unprovoked,0
4764,1940,Jul,Standing ,Unprovoked,0
4765,1940,Jun,Fishing,Unprovoked,0
4766,1940,Mar,Treading water,Unprovoked,1
4767,1940,Mar,Free diving for lobster,Unprovoked,0
4768,1940,Feb,Swimming,Unprovoked,1
4769,1940,Feb,Canoeing,Unprovoked,0
4770,1940,Feb,Wading,Unprovoked,1
4771,1940,Jan,Dived into the water,Unprovoked,0
4772,1940,Jan,Swimming,Unprovoked,1
4773,1940,Jan,Swimming,Unprovoked,0
4774,1940,Jan,Swimming ,Unprovoked,1
4775,1940,Jan,Diving for trochus,Unprovoked,0
4776,1940,Ca.,Boating,Unprovoked,0
4778,1940,Unknown,male,Unprovoked,0
4783,1939,Dec,Swimming ,Unprovoked,1
4788,1939,Nov,Fishing,Unprovoked,1
4789,1939,Oct,"Free diving for trochus shell, swimming to dinghy",Unprovoked,0
4790,1939,Oct,Spearfishing & had just speared a ulua,Unprovoked,0
4791,1939,Sep,Pearl diving,Unprovoked,0
4792,1939,Aug,Fishing,Provoked,0
4793,1939,Jul,Japanese freighter Bokuyo Maru burned & sank,Unprovoked,1
4794,1939,Jul,"Dress diving, filming shark & pulling it through the water for a motion picture scene",Provoked,0
4795,1939,Jul,Seine netting,Provoked,0
4796,1939,May,Washed off freighter Huncliff by a freak wave,Unprovoked,1
4797,1939,Apr,Dived for a coin,Unprovoked,1
4798,1939,Mar,Dived for a coin,Unprovoked,1
4799,1939,Feb,Bathing/Swimming,Unprovoked,1
4800,1939,Feb,Fishing,Provoked,0
4801,1939,Jan,Scooping prawns,Unprovoked,0
4802,II,War,She was on a ship that was torpedoes & was in the water awaiting rescue,Unprovoked,0
4803,1939,Ca.,Fishing,Unprovoked,0
4804,1939,Unknown,Bathing,Unprovoked,1
4805,1939,Unknown,Diving,Unprovoked,0
4806,1939,Unknown,Swimming to anchored boat,Unprovoked,1
4807,1938,Dec,Swimming,Unprovoked,1
4808,1938,Oct,Fishing,Provoked,0
4809,1938,Aug,Swimming alongside warship   Tsingt-ao,Unprovoked,1
4810,1938,Aug,Fishing,Provoked,0
4811,1938,Jul,Swimming,Unprovoked,0
4812,1938,Jul,Fishing,Provoked,0
4813,1938,Jul,"Fishing, removing gaff from shark's mouth",Provoked,0
4814,1938,Jul,"Hardhat diving from Japanese pearling lugger, Reiyo Maru",Unprovoked,1
4815,1938,Jun,"The schooner Elizabeth, bound from Bluefields, Nicaragua to the river port of San Carlos foundered",Unprovoked,1
4816,1938,Jun,Hardhat diving,Unprovoked,0
4817,1938,May,Fishing,Unprovoked,1
4818,1938,May,"Swimming, naked",Unprovoked,0
4819,1938,May,Bathing,Unprovoked,1
4820,1938,Mar,Wading,Unprovoked,0
4821,1938,Mar,Canoe capsized by shark,Unprovoked,0
4822,1938,Jan,Fishing,Provoked,0
4823,1938,Jan,"Watching seine netters with friends, one of whom picked up a netted shark",Provoked,0
4825,1938,Jan,Surf skiing,Unprovoked,0
4826,1938,Reported,Sponge diving,Unprovoked,1
4827,1938,Unknown,Body surfing,Unprovoked,0
4828,1938,Unknown,Fishing,Provoked,0
4829,1938,Unknown,Diving,Unprovoked,0
4830,1938,Unknown,Swimming,Unprovoked,0
4831,1937,Nov,"Tzenny Chandris, a Greek freighter laden with scrap iron, foundered in heavy weather",Unprovoked,1
4832,1937,Nov,Diving for trochus,Unprovoked,1
4833,1937,Nov,"Two canoes with 14 aboard blown to sea in a storm. While adrift for 3 week, one person fell overboard and was killed by a shark",Unprovoked,1
4834,1937,Oct,Swimming ,Unprovoked,1
4835,1937,Oct,Swimming ,Unprovoked,1
4836,1937,Oct,Swimming near jetty,Unprovoked,0
4837,1937,Oct,Surf skiing,Unprovoked,0
4838,t937,Sep,Fishing,Provoked,0
4839,1937,Sep,Pleasure boating,Unprovoked,0
4840,1937,Sep,Fishing,Unprovoked,0
4841,1937,Sep,Rowing,Unprovoked,0
4842,1937,Aug,"Diving from the lugger San, operated by the Protector of the Aborigines",Unprovoked,0
4844,1937,Aug,Swimming,Unprovoked,1
4845,1937,Jul,Pearl diving,Unprovoked,1
4848,1937,Jun,"Fishing from launch, fell into net with shark",Provoked,0
4849,1937,Jun,Swimming,Unprovoked,1
4850,1937,May,Fishing,Provoked,0
4851,1937,May,"Refused permission to cross on the ferry, he was swimming across the river",Unprovoked,1
4854,1937,Feb,Swimming,Unprovoked,1
4855,1937,Feb,Swimming ashore after launch capsized,Unprovoked,0
4856,1937,Feb,Fishing,Unprovoked,0
4857,1937,Feb,Fishing,Provoked,0
4859,1937,Jan,Holding shark's tail ,Provoked,0
4861,1936,Dec,"Diving, attempting to retrieve body of drowning victim wedged between rocks",Unprovoked,0
4862,1936,Dec,Sculling,Unprovoked,0
4863,1936,Dec,Fishing for the shark that killed George Lundberg,Provoked,0
4864,1936,Dec,Swimming,Unprovoked,1
4865,1936,Dec,Fishing,Unprovoked,1
4866,1936,Nov,Spearfishing ,Provoked,0
4867,1936,Sep,Wreck of a sampam,Unprovoked,1
4868,1936,Sep,Swimming,Unprovoked,0
4869,1936,Aug,"Trochus diving, but floating on surface",Unprovoked,0
4870,1936,Aug,Swept overboard,Unprovoked,0
4871,1936,Aug,Fishing for cod,Provoked,0
4872,1936,Aug,Pearl diving,Unprovoked,0
4873,1936,Aug,Fishing,Unprovoked,0
4874,1936,Jul,Swimming crawl stroke,Unprovoked,1
4875,1936,Jul,Fishing for bluefish,Unprovoked,0
4876,1936,Jul,Diving,Unprovoked,0
4877,1936,Jul,"Fishing, catching snoek, Thyrsites atun",Unprovoked,0
4878,1936,Jun,"Diving for trochus , but swimming on surface",Unprovoked,1
4879,1936,Jun,Swimming,Unprovoked,1
4880,1936,Apr,Diving for trochus,Unprovoked,0
4881,1936,Ap,Diving,Unprovoked,0
4882,1936,Mar,Fishing,Provoked,0
4883,1936,Mar,Among 31 survivors of crew from the sampan Fukulya Maru (which reached Thursday Island in rowing boat) was a man whose arm had been bitten off by shark. The sampan wrecked west of McArthur island ,Unprovoked,0
4884,1936,Mar,Diving for trochus,Unprovoked,0
4885,1936,Mar,Rowing ,Unprovoked,0
4886,1936,Feb,Touching the mouth of a supposedly dead shark,Provoked,0
4887,1936,Feb,Sculling,Unprovoked,0
4888,1936,Feb,Swimming,Unprovoked,1
4889,1936,Jan,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",Unprovoked,1
4891,1936,Jan,Paddleskiing,Provoked,0
4892,1936,Unknown,Swimming ,Unprovoked,1
4893,1935,Dec,Cruising,Provoked,0
4894,1935,Nov,Diving?,Unprovoked,0
4895,1935,Sep,Swimming,Unprovoked,1
4896,1935,Sep,Swimming,Unprovoked,1
4897,1935,Aug,"Fell overboard, hanging onto lifebuoy",Unprovoked,1
4899,1935,Aug,Diving for beche-de-mer from lugger,Unprovoked,1
4902,1935,Jul,"Fishing with dynamite, afterwards in water retrieving catch",Unprovoked,1
4903,1935,Jul,Swimming,Unprovoked,1
4904,1935,Jun,"Fishing for bluefish, shark leapt into dory",Unprovoked,0
4905,1935,Jun,Fishing,Unprovoked,1
4908,1935,May,Put foot inside a landed & supposedly dead shark,Provoked,0
4909,1935,May,Pearl diving,Unprovoked,0
4911,1935,Apr,Diving,Unprovoked,0
4913,1935,Mar,Diving from dinghy for trochus shell,Unprovoked,0
4914,1935,Mar,Put foot inside mouth of supposedly dead shark,Provoked,0
4915,1935,Mar,"Pearl diving, but standing in the water",Unprovoked,0
4916,1935,Mar,Hauling in net with shark in it,Provoked,0
4917,1935,Mar,Surfing,Unprovoked,0
4918,1935,Mar,Swimming,Unprovoked,1
4919,1935,Mar,Standing,Unprovoked,1
4920,1935,Feb,Surfing (pneumatic surfboard),Unprovoked,0
4921,1935,Jan,Fishing,Unprovoked,0
4922,1935,Jan,Fishing for sharks,Unprovoked,0
4925,1934,Dec,Splashing,Unprovoked,0
4926,1934,Dec,Swimming (lead swimmer in race),Unprovoked,1
4927,1934,Dec,Taken as he dived into the water,Unprovoked,1
4928,1934,Oct,Swimming & splashing,Unprovoked,0
4929,1934,Oct,Bathing,Unprovoked,1
4930,1934,Oct,Fishing,Provoked,0
4931,1934,Oct,Freediving for trochus shell (submerged),Unprovoked,1
4932,1934,Sep,Fishing,Provoked,0
4933,1934,Aug,Fishing on a boat,Unprovoked,0
4935,1934,Aug,Dived into sea from launch & bitten immediately,Unprovoked,1
4936,1934,Aug,Swimming,Unprovoked,1
4937,1934,Aug,Swimming,Unprovoked,0
4938,1934,Jul,Fishing,Unprovoked,0
4939,1934,Jun,Fishing,Provoked,0
4940,1934,Jun,Standing,Unprovoked,1
4941,1934,Apr,Body surfing,Unprovoked,0
4942,1934,Apr,Swimming,Unprovoked,1
4943,1934,Apr,Swimming ,Unprovoked,0
4944,1934,Apr,Swimming in waist-deep water ,Unprovoked,1
4945,1934,Mar,Swimming in hip-deep water,Unprovoked,1
4946,1934,Mar,Fishing ,Provoked,0
4947,1934,Feb,Splashing in water ,Unprovoked,0
4948,1934,Feb,Fell into the water,Unprovoked,1
4949,1934,Feb,Fishing,Unprovoked,0
4950,1934,Jan,Swimming outside the safety enclosure attempting to retrieve a tennis ball drifting toward midstream ,Unprovoked,0
4951,1934,Jan,Swimming on sandbar adjacent to channel,Unprovoked,0
4952,1933,Nov,Free diving for trochus ,Unprovoked,1
4953,1933,Nov,Pearl diving,Unprovoked,0
4954,1933,Oct,Diving,Unprovoked,0
4955,1933,Sep,Fishing,Unprovoked,0
4956,1933,Aug,"Fishing, caught a 15' shark & took it onboard",Provoked,0
4957,1933,Aug,Bathing,Unprovoked,0
4958,1933,Aug,Swimming,Unprovoked,0
4960,1933,Jul,Pearl diving,Unprovoked,0
4961,1933,Jun,Sitting in 3' of water,Unprovoked,0
4962,1933,Jun,Standing,Unprovoked,0
4964,1933,May,Yacht of Michael Howell capsized,Unprovoked,1
4965,1933,May,Fishing,Provoked,0
4966,1933,Jun,Treading water,Unprovoked,0
4967,1933,May,Swimming to shore from capsized sailboat,Unprovoked,1
4968,1933,Apr,Swimming,Unprovoked,1
4969,1933,Feb,Standing on his hands,Unprovoked,0
4970,1933,Feb,Diving for trochus  from dinghy when seized by shark 6' below the surface,Unprovoked,0
4972,1933,Feb,Fishing,Provoked,0
4973,1933,Jan,Swimming,Unprovoked,1
4975,1932,Dec,Fishing ,Provoked,0
4976,1932,Nov,Hurricane & Tidal Wave,Unprovoked,UNKNOWN
4977,1932,Oct,Swimming,Unprovoked,0
4978,1932,Oct,Swimming,Unprovoked,1
4979,1932,Sep,Catching a turtle,Unprovoked,0
4982,1932,Aug,Fishing,Provoked,0
4983,1932,Aug,Pearl diving,Unprovoked,0
4984,1932,Aug,On expedition filming a feature movie & standing on tripod,Provoked,0
4986,1932,Jul,"Fishing, hauling in fishing gear",Unprovoked,0
4987,1932,Jun,Fishing,Provoked,0
4988,1932,Jun,Fishing,Provoked,0
4989,1932,Jun,Free diving with goggles,Unprovoked,1
4990,1932,May,Pearl diving,Unprovoked,1
4991,1932,May,Pearl diving,Unprovoked,0
4992,1932,Apr,Standing,Unprovoked,1
4993,1932,Apr,Standing,Unprovoked,1
4994,1932,Feb,Swimming,Unprovoked,0
4995,1932,Feb,Fishing with dynamite,Unprovoked,0
4996,1932,Feb,Working near fish traps,Unprovoked,1
4997,1932,Jan,Swimming,Unprovoked,0
4998,1932,Jan,Fishing,Unprovoked,UNKNOWN
4999,1932,Jan,Fishing,Provoked,1
5000,1932,Unknown,Collecting fish by lamplight in gully,Unprovoked,0
5001,1931,Nov,Diving for trochus from lugger,Unprovoked,0
5002,1931,Sep,Diving off wharf,Unprovoked,1
5003,1931,Sep,Swimming,Unprovoked,0
5004,1931,Sep,Swimming ,Unprovoked,0
5006,1931,Aug,Swimming,Unprovoked,1
5008,1931,Aug,Fishing for bluefish,Unprovoked,0
5009,1931,Aug,Swimming a quarter mile offshore,Unprovoked,1
5010,1931,Aug,Swimming ,Unprovoked,1
5011,1931,Aug,Swimming,Unprovoked,0
5012,1931,Aug,Swimming,Unprovoked,0
5013,1931,Aug,Fell overboard?,Unprovoked,1
5014,1931,Jul,Swimming,Unprovoked,0
5015,1931,Jul,Swimming,Unprovoked,0
5016,1931,Jun,"Fishing, had just speared a ulua",Unprovoked,0
5017,1931,Jun,Gaffing & attempting to bring onboard a harpooned shark,Provoked,0
5018,1931,Jun,Crabbing,Unprovoked,0
5020,1931,Apr,"Fishing, boat capsized",Unprovoked,1
5021,1931,Mar,Fishing with a cast net,Unprovoked,1
5022,1931,Mar,Fishing,Unprovoked,0
5023,1931,Mar,"Fishing, hauling in net, shark in net",Provoked,0
5026,1931,Jan,Pearl diving,Unprovoked,0
5027,1931,Jan,Swimming,Unprovoked,0
5028,1931,Unknown,"Swimming, carrying tin can with mail to steamer",Unprovoked,1
5030,1930,Dec,Swimming,Unprovoked,0
5031,1930,Dec,Fell overboard,Unprovoked,1
5032,1930,Dec,Fishing,Unprovoked,0
5034,1930,Nov,Thrown into water from fishing dinghy,Unprovoked,0
5035,1930,Sep,Swimming,Unprovoked,1
5037,1930,Aug,Fishing,Unprovoked,0
5038,1930,Aug,Swimming,Unprovoked,0
5039,1930,Aug,Swimming,Unprovoked,0
5040,1930,Jul,Swimming,Unprovoked,0
5041,1930,Jul,Swimming,Unprovoked,0
5043,1930,May,Swimming / floating,Unprovoked,0
5044,1930,May,Fishing,Unprovoked,0
5047,1930,Mar,Sponge diving,Unprovoked,0
5048,1930,Feb,Pearl diving,Unprovoked,0
5049,1930,Feb,Diving off pier & treading water,Unprovoked,1
5050,1930,Feb,Removing shark from a trap,Provoked,0
5051,1930,Jan,Fishing schooner Jose Luis foundered,Unprovoked,1
5052,1930,Jan,Swimming,Unprovoked,0
5053,1930,Jan,Swimming to shore after a squall  capsized their motorized shark fishing boat,Unprovoked,1
5055,1930,Unknown,Swimming,Unprovoked,1
5056,1929,Dec,Diving by wharf,Unprovoked,1
5057,1929,Dec,Diving,Unprovoked,0
5058,1929,Dec,Bathing or body surfing ,Unprovoked,0
5059,1929,Dec,Pearl diving,Unprovoked,0
5062,1929,Nov,"Sea Disaster, wreck of the  SS Norwich City",Unprovoked,1
5063,1929,Nov,Fishing,Unprovoked,0
5064,1929,Oct,Pearl diving,Unprovoked,0
5065,1929,Oct,Fishing ,Unprovoked,0
5066,1929,Sep,Fell from wharf into water & attacked immediately,Unprovoked,1
5067,1929,Aug,Bathing,Unprovoked,0
5068,1929,Jul,Swimming,Unprovoked,0
5070,1929,Jun,Fishing,Provoked,0
5071,1929,May,Pearl diving,Unprovoked,0
5072,1929,Apr,Diving for trepang,Unprovoked,0
5073,1929,Apr,Diving for trochus,Unprovoked,0
5074,1929,Apr,Standing in knee-deep water,Provoked,0
5076,1929,Apr,Swimming between boats,Unprovoked,1
5077,1929,Mar,Swimming,Unprovoked,0
5078,1929,Mar,Bathing,Unprovoked,1
5079,1929,Mar,Launching rowboat through the surf,Unprovoked,0
5080,1929,Mar,Launching rowboat through the surf,Unprovoked,0
5081,1929,Feb,Body surfing,Unprovoked,1
5082,1929,Feb,Canoeing,Unprovoked,0
5083,1929,Feb,Swimming,Unprovoked,1
5084,1929,Jan,Swimming,Unprovoked,1
5085,1929,Jan,Bathing,Unprovoked,0
5086,1929,Jan,Body surfing,Unprovoked,1
5087,1929,Jan,Fishing boat,Unprovoked,1
5088,1929,Jan,Diving for coins thrown from ship S.S. Moeraki,Unprovoked,1
5090,1929,Ca.,"Wading, netting fish",Provoked,0
5091,1929,Unknown,Fishing,Provoked,0
5093,1929,Unknown,Hardhat diving ,Unprovoked,0
5094,1928,Dec,Pearl diving,Unprovoked,0
5095,1928,Nov,Fishing,Provoked,0
5097,1928,Nov,"Sea Disaster, sinking of the  SS Vestris",Unprovoked,1
5098,1928,Nov,Swimming,Unprovoked,1
5099,1928,Sep,Fishing,Unprovoked,0
5101,1928,Jul,Pearl diving,Unprovoked,0
5102,1928,Jul,Boating,Provoked,0
5103,1928,Jun,Swimming,Unprovoked,0
5105,1928,Apr,Fishing,Unprovoked,0
5106,1928,Apr,Treading water,Unprovoked,0
5107,1928,Apr,Diving,Unprovoked,1
5108,1928,Apr,Bathing,Unprovoked,0
5109,1928,Apr,Standing in waist-deep water,Unprovoked,1
5111,1928,Feb,Pearl diving,Unprovoked,1
5112,1928,Feb,Swimming,Unprovoked,0
5113,1928,Feb,Swimming,Unprovoked,0
5114,1928,Jan,Retrieving meat from a cage in the water,Unprovoked,1
5118,1928,Jan,Body surfing,Unprovoked,0
5119,1928,Unknown,Standing,Unprovoked,0
5120,1927,Dec,Swimming,Unprovoked,1
5121,1927,Nov,The steamer Tahiti collided with the ferry Greycliffe,Unprovoked,1
5122,1927,Oct,Italian liner Principessa Mafalda sank,Unprovoked,1
5123,1927,Oct,Riding horseback across the creek,Unprovoked,0
5124,1927,Oct,"Standing, collecting bananas",Unprovoked,0
5126,1927,May,Sea disaster,Unprovoked,1
5127,1927,May,Walking,Unprovoked,1
5128,1927,Apr,Diving,Unprovoked,0
5129,1927,Apr,Pearl diving,Unprovoked,0
5130,1927,Mar,Body surfing / treading water,Unprovoked,0
5131,1927,Feb,Feeling the sharks teeth,Provoked,0
5132,1927,Feb,Attempting to rescue drowning man,Unprovoked,0
5133,1927,Feb,Fishing,Provoked,0
5134,1927,Jan,Body surfing,Unprovoked,0
5135,1927,Jan,Swimming,Unprovoked,0
5136,1927,Jan,Swimming,Unprovoked,1
5137,1927,Unknown,Swimming,Unprovoked,1
5138,1927,Unknown,Pearl diving,Unprovoked,0
5139,1926,Dec,Diving for trochus,Unprovoked,1
5140,1926,Nov,Diving,Unprovoked,0
5141,1926,Oct,Jumped into the water,Unprovoked,1
5142,1926,Oct,Bathing,Unprovoked,0
5143,1926,Oct,British patrol boat 1250-ton HMS  Valerian foundered in a hurricane,Unprovoked,0
5144,1926,Sep,Jumped out of canoe,Unprovoked,1
5145,1926,Aug,Swimming,Unprovoked,1
5146,1926,Jul,Swimming,Unprovoked,1
5147,1926,Jul,Fishing,Unprovoked,0
5148,1926,Jul,Swimming with dog near canning factory,Unprovoked,0
5150,1926,May,Swimming,Unprovoked,1
5151,1926,Apr,Fell overboard from SS Ripley Castle,Unprovoked,0
5152,1926,Apr,Swimming,Unprovoked,0
5153,1926,Mar,Swimming ,Unprovoked,1
5154,1926,Jan,Swimming,Unprovoked,0
5157,1926,Unknown,Shark hoisted on board liner Tahiti,Provoked,0
5158,1926,Unknown,Dived onto shark from floating stage,Unprovoked,1
5159,1926,Unknown,Swimming to mail boat,Unprovoked,UNKNOWN
5160,1925,Nov,Floating on his back,Unprovoked,1
5163,1925,Sep,Fishing,Provoked,0
5164,1925,Sep,Fishing,Unprovoked,0
5165,1925,Aug,Swimming,Unprovoked,0
5168,1925,Mar,Bathing in waist-deep water,Unprovoked,0
5169,1925,Mar,Swimming,Unprovoked,1
5170,1925,Mar,Swimming,Unprovoked,1
5171,1925,Jan,Swimming,Unprovoked,0
5172,1925,Jan,"Diving, repairing water main at depth of 90'",Unprovoked,0
5173,1925,Unknown,Diving for coins tossed from passenger ship,Unprovoked,0
5174,1924,Nov,The Ward liner Esperanza stranded during a gale & she leapt overboard to rescue her dog which had been swept overboard.,Unprovoked,1
5175,1924,Nov,"Inebriated, woke from sleep and fell off deck into the water ",Unprovoked,0
5176,1924,Nov,Bathing,Unprovoked,1
5177,1924,Oct,Pearl diving,Provoked,0
5178,1924,Oct,Bathing,Unprovoked,0
5179,1924,Jul,Standing,Unprovoked,0
5180,1924,Jul,Fishing for mackerel,Provoked,0
5181,1924,Jul,Fishing,Unprovoked,0
5182,1924,Jun,Removing shark from a net,Provoked,0
5183,1924,Apr,"Fishing, fell in water & swimming strongly to shore",Unprovoked,1
5184,1924,Apr,"Floating, after falling or jumping off the Standard Oil tanker Frederick W. Weller",Unprovoked,0
5186,1924,Mar,Swimming,Unprovoked,0
5187,1924,Mar,Fishing,Unprovoked,0
5188,1924,Feb,Bathing in 5' of water,Unprovoked,0
5190,1924,Jan,Swimming,Unprovoked,1
5191,1924,Jan,Swimming,Unprovoked,0
5192,1924,Jan,Had just dived into water & was swimming,Unprovoked,1
5193,1923,Dec,Swimming,Unprovoked,0
5194,1923,Dec,"Fishing, standing in waist-deep water",Unprovoked,1
5195,1923,Nov,Dry shelling,Unprovoked,1
5198,1923,Oct,Fishing,Unprovoked,0
5199,1923,Oct,Pearl diving,Unprovoked,0
5200,1923,Aug,Fishing,Unprovoked,0
5201,1923,Jul,Diving for pearl,Unprovoked,0
5202,1923,Jun,"After rowing skiff was holed by shark, he was attempting to swim ashore",Unprovoked,1
5203,1923,Jun,Dismantling cable buoys of the cable ship All America,Unprovoked,0
5204,1923,May,Wading,Unprovoked,0
5205,1923,May,Diving?,Unprovoked,1
5206,1923,Mar,Diving,Unprovoked,0
5207,1923,Feb,Swimming ,Unprovoked,0
5209,1923,Jan,Swimming,Unprovoked,1
5211,1923,Unknown,Fishing,Unprovoked,0
5213,1923,Unknown,Hoisting shark aboard fishing boat,Provoked,0
5214,1923,Unknown,Hoisting shark aboard fishing boat,Provoked,0
5215,1922,Dec,Bathing,Unprovoked,1
5216,1922,Dec,Bathing in 3' to 4' of water,Unprovoked,1
5217,1922,Sep,Fishing,Unprovoked,1
5219,1922,Sep,"Freediving, inspecting Kaunakakai wharf construction after blasting & dredging ",Unprovoked,0
5220,1922,Sep,Swimming ,Unprovoked,1
5221,1922,Sep,Fishing,Unprovoked,0
5223,1922,Jun,Floating,Unprovoked,1
5224,1922,May,Swimming,Unprovoked,1
5225,1922,May,Swimming,Unprovoked,0
5226,1922,Apr,Swimming,Unprovoked,1
5227,1922,Mar,Fishing,Unprovoked,0
5228,1922,Mar,Standing,Unprovoked,1
5229,1922,Mar,Bathing in knee-deep water,Unprovoked,1
5231,1922,Feb,Swimming,Unprovoked,1
5232,1922,Jan,Bathing,Unprovoked,1
5233,1922,Jan,Swimming ,Unprovoked,1
5234,1922,Jan,Standing,Unprovoked,0
5235,1922,Jan,Surfing,Unprovoked,1
5236,1921,Dec,Swimming,Unprovoked,0
5237,1921,Nov,Fell from his father's back into the water,Unprovoked,1
5238,1921,Nov,"Wading to dinghy, carrying his son",Unprovoked,0
5239,1921,Nov,Swimming,Unprovoked,1
5240,1921,Oct,Diving for beche-de-mer ,Unprovoked,0
5241,1921,Oct,Diving for beche-de-mer,Unprovoked,1
5242,1921,Sep,Fishing,Provoked,0
5244,1921,Aug,Swimming,Unprovoked,1
5245,1921,Jul,Fell overboard,Unprovoked,1
5247,1920,Nov,Wading,Unprovoked,0
5248,1921,Aug,Dived into a school of baitfish,Unprovoked,1
5249,1920,Nov,Standing,Unprovoked,0
5250,1920,Nov,The coastwise steamer San Basilio capsized in a typhoon,Unprovoked,1
5252,1920,Jul,Diving for trochus shell,Unprovoked,0
5253,1920,Jun,Swimming ,Unprovoked,0
5254,1920,Jun,Harpooned shark,Provoked,0
5255,1920,Mar,"Boat capsized, swimming to shore",Unprovoked,0
5256,1920,Jan,Diving,Unprovoked,0
5257,1920,Feb,Floating face down,Unprovoked,0
5258,1920,Jan,Free diving,Unprovoked,1
5259,1920,Jan,Swimming ,Unprovoked,1
5260,1920,Unknown,Jumped overboard,Unprovoked,1
5262,1920,Unknown,Splashing,Unprovoked,0
5263,1919,Dec,Swimming,Unprovoked,0
5264,1919,Dec,Swimming,Unprovoked,1
5265,1919,Nov,Sitting in a boat,Unprovoked,0
5266,1919,Sep,Small vessel with 13 men on board capsized crossing the bar and 6 men drowned.  The 7 survivors were swimming to shore,Unprovoked,1
5267,1919,Aug,Swimming,Unprovoked,0
5268,1919,May,"""Swimming vigorously""",Unprovoked,0
5269,1919,Apr,Knocked into the water,Unprovoked,1
5270,1919,Mar,Cutter capsized,Invalid,UNKNOWN
5271,1919,Jan,Swimming,Unprovoked,0
5272,1919,Jan,Swimming,Unprovoked,0
5273,1919,Jan,Wading,Unprovoked,1
5274,1919,Jan,Wading (shrimping),Unprovoked,1
5275,1919,in,Fishing,Unprovoked,0
5276,1919,Unknown,Swimming,Unprovoked,0
5277,1918,Nov,Fishing,Unprovoked,1
5278,1918,Nov,Steamer Una wrecked with 75 laborers onboard. Survivors took to rafts & lifeboats.,Unprovoked,1
5279,1918,Sep,Bathing,Unprovoked,1
5280,1918,Mar,Surfing,Unprovoked,0
5281,1918,Unknown,Diving,Unprovoked,0
5282,1917,Dec,Swimming,Unprovoked,0
5283,1917,Nov,Wreck of the tug Magellan,Unprovoked,1
5284,1917,Sep,"Swimming, towing an empty barrel",Unprovoked,0
5285,1917,Sep,Stuffing a shark into an automobile,Provoked,0
5286,1917,Sep,Swimming to shore from the Medic,Unprovoked,1
5287,1917,Jul,Diving,Unprovoked,1
5288,1917,Jul,Ship Mariston torpedoed & sunk,Unprovoked,1
5289,1917,Jun,Swimming beside launch,Unprovoked,0
5290,1917,May,Swimming,Unprovoked,1
5291,1917,May,Diving for pearls,Unprovoked,0
5292,1917,Unknown,Diving for sponges,Unprovoked,0
5293,1916,Dec,Bathing,Unprovoked,0
5294,1916,Dec,Taking wife to beach & about 1 m from the shore,Unprovoked,1
5295,1916,Dec,Swimming 10 m from shore,Unprovoked,0
5297,1916,Nov,Swimming,Unprovoked,1
5298,1916,Nov,Bathing,Unprovoked,1
5299,1916,Oct,"Fishing, attempted to take a netted shark",Provoked,1
5300,1916,Aug,Netting shrimp,Unprovoked,0
5301,1916,Jul,Fishing,Unprovoked,0
5303,1916,Jul,Swimming,Unprovoked,0
5304,1916,Jul,Swimming,Unprovoked,0
5305,1916,Jul,Swimming (recovering remains of Stilwell) ,Unprovoked,1
5306,1916,Jul,Swimming,Unprovoked,1
5307,1916,Jul,S.S. Ramos foundered in a hurricane. Captain & 14 crew in water-logged lifeboats. ,Unprovoked,1
5308,1916,Jul,Diving,Unprovoked,0
5309,1916,Jul,Bathing,Unprovoked,0
5310,1916,Jul,Swimming,Unprovoked,1
5311,1916,Jul,Swimming,Unprovoked,1
5312,1916,Jun,Swimming,Unprovoked,0
5313,1916,Jun,Jumped overboard from Norwegian steamship Venator,Unprovoked,1
5315,1916,Apr,Swimming,Unprovoked,1
5316,1916,Apr,Clinging to overturned rowing boat,Unprovoked,1
5317,1916,Mar,Bathing,Unprovoked,0
5318,1915,Dec,Diving,Unprovoked,0
5319,1915,Nov,Bathing,Unprovoked,0
5320,1914,Nov,Bathing,Unprovoked,0
5322,1915,Jul,Fishing,Unprovoked,1
5323,1915,Jul,Wading,Unprovoked,1
5325,1915,Mar,Skin diving for trepang but at surface next to the boat,Unprovoked,0
