original order,Date,Type,Country,Area,Location,Activity,Age,Fatal (Y/N)
1607,13-Nov-1942,Sea Disaster,SOLOMON ISLANDS / VANUATU,,"North of Guadalcanal, Solomon Islands while enroute to Vanuatu",Explosion & sinking of the USS Juneau after being torpedoed by the submarine  I-85,,Y
1606,12-Nov-1942,Sea Disaster,SOLOMON ISLANDS,,Off Savo Island,,,Y
1605,01-Nov-1942,Unprovoked,SOUTH AFRICA,Western Cape Province,Clifton,Swimming ,18,Y
1604,Nov-1942,Provoked,PACIFIC OCEAN,Between Hawaii and U.S.A.,,In rubber dinghy with Captain Eddie Rickenbacker for 21 days. ,,N
1603,Nov-1942,Sea Disaster,,Off South American coast,,"Dutch merchant ship Zaandam torpedoed  by the U-174 amidships, sank & dozens of survivors took to rafts & boats. One man, Izzi, who drifted 83 days on a raft related that sharks attacked many men in the water when the ship went down",,Y
1602,12-Oct-1942,Sea Disaster,SOLOMON ISLANDS,Makora-Ulawa Province,Cape Esperance (near Savo Islands),"His ship, the US destroyer Duncan DD 485, had been  sunk by crossfire from Japanese warships. He was wearing a kapok lifejacket & using 2 aluminum powder tins for floatation  ",25,N
1601,30-Sep-1942,Sea Disaster,ATLANTIC OCEAN,04.05N-13.23W,,The 6015-ton British ship Empire Avocet was torpedoed by the German submarine U-125. ,,N
1600,12-Sep-1942,Sea Disaster,ATLANTIC OCEAN,,360 miles north of Ascension Island,"The Pacquebot Laconia, enroute to Liverpool with 600 Italian prisoners onboard, was torpedoed by the German submarine  U-156 and only 2 rafts were launched before the ship went down. Unable to board an overcrowded raft, he was swimming.",,N
1599,12-Sep-1942,Unprovoked,AUSTRALIA,Queensland,"Trinity Beach, 17 km northwast of Cairns",Treading water,24,N
1598,11-Sep-1942,Sea Disaster,SOUTHWEST PACIFIC OCEAN,,Southwestern Pacific Base,Adrift on life raft,,Y
1597,8-Aug-1942,Sea Disaster,SOLOMON ISLANDS,,,Japanese aircraft shot down. He was one of two survivors rescued by the U.S. destroyer Mugford,,N
1596,12-Jul-1942,Sea Disaster,ATLANTIC OCEAN,,,The SS Potlach was torpedoed & sunk by the U-153 on 27-Jun-1942. ,32,Y
1595,06-Jul-1942,Provoked,ITALY,Liguria,Savona,Sculling,20,N
1594,11-Jun-1942,Sea Disaster,BAY OF BENGAL,,,A 210-ton brig was sunk by a Japanese submarine. Some of the survivors were machine-gunned & some were taken by sharks,,Y
1593,08-Jun-1942,Invalid,BRAZIL,,,boat capsized during filming,,
1592,04-Jun-1942,Unprovoked,USA,Midway Atoll,,"Plane crashed in water, men in life raft",,N
1591,Jun-1942,Unprovoked,,300 miles east of St. Thomas (Virgin Islands),,On life raft tethered to lifeboat. A seaman put hand over side to rinse a cup,,N
1590,09-May-1942,Unprovoked,AUSTRALIA,Queensland,"Great Barrier Reef, off Cairns",Diving from lugger,,N
1589,05-Apr-1942,Invalid,INDIAN OCEAN,West of Ceylon (Sri  Lanka),300 nm from shore,H.M.S. Cornwall & H.M.S.Dorsetshire sunk by Japanese dive bombers. Officers & men in the water formed a circle with 60 of their dead in the center for 36 hours,,
1588,08-Mar-1942,Sea Disaster,CUBA,Guantanamo Province,30 nm southeast of Guantanamo Bay,Esso Bolivar was torpedoed & shelled by the German submarine U-126,,Y
1587,04-Mar-1942,Invalid,AUSTRALIA,New South Wales,Georges River,,18,
1586,18-Jan-1942,Boating,AUSTRALIA,New South Wales,Fairy Bower,,,N
1585,04-Jan-1942,Unprovoked,AUSTRALIA,New South Wales,"Egg Rock, Middle Harbor, Sydney",Swimming,28,Y
1584,Jan-1942,Provoked,AUSTRALIA,New South Wales,"Fairy Bower, near North Steyne",Surf-skiing,,N
1583,1942,Sea Disaster,INDONESIA,East Java,Surabaya,Captured Allied soldiers were squeezed into 3' bamboo pig baskets & fed to waiting sharks,,Y
1582,1942,Boating,AUSTRALIA,Tasmania,Off Big Friar Island,Fishing for perch,,N
1581,1942,Unprovoked,PHILIPPINES,Camiguin Island,2 kilometres off Sagay,"Sailing from Gingood, Misamis Oriental to Sagay (normally a 2-day voyage) capsized with 6 on board, three men were taken by sharks when they attempted to swim to shore.",,Y
1580,1942,Boating,SOUTH AFRICA,Western Cape Province,Simons Bay,,,N
1579,1942,Boating,SOUTH AFRICA,Western Cape Province,Simon's Bay,,,N
1578,1942,Unprovoked,BAHAMAS,Cay Sal Bank,Anchored off the largest island in the group,Swimming along side N.E.L. vessel Saluda,48,N
1577,1942,Sea Disaster,,,,Jumped overboard from torpedoed Panamanian freighter,,Y
1576,1942,Sea Disaster,MID-PACIFC OCEAN,(Southwestern Pacific),,"Plane forced down, 3 men on rubber life raft. Put hand over side to feel drift of boat ",,N
1575,1942,Sea Disaster,SOUTHWEST PACIFIC OCEAN,,,Ditched plane in the sea & were adrift on a rubber life raft. ,,N
1574,1942,Boating,,,,"Days before the surrender of Singapore, the 3 men escaped to Sumatra where they acquired a 17' dinghy. After 125 days at sea they drifted back to Sumatra",,N
1573,1942,Unprovoked,PANAMA,Panama City,Bella Vista Beach,Swimming,,Y
1572,07-Dec-1941,Sea Disaster,SOUTH ATLANTIC OCEAN,,,Torpedoed & burning British  light cruiser with a crew of 450 men,,Y
1571,03-Dec-1941,Unprovoked,AUSTRALIA,Western Australia,Carnarvon,Swimming,10,N
1570,27-Nov-1941,Sea Disaster,SOUTH ATLANTIC OCEAN,Off Libya,,HMAS Parramatta torpedoed & sunk by the U-559,23,N
1569,27-Nov-1941,Sea Disaster,SOUTH ATLANTIC OCEAN,Off Libya,,HMAS Parramatta torpedoed & sunk by the U-559,,N
1568,25-Nov-1941,Sea Disaster,SOUTH ATLANTIC OCEAN,"North of Pernambuco, Brazil",,British cruiser Dunedin torpedoed & sunk by the U-124,,Y
1567,19-Nov-1941,Sea Disaster,AUSTRALIA,Western Australia,Shark Bay,German raider Kormoran was sunk in an engagement with HMAS Sydney,,N
1566,25-Sep-1941,Unprovoked,CARIBBEAN SEA,,125 nm north of Aruba,SS Ethel Skakel foundered in Central America Hurricane of 1941,,Y
1565,21-Aug-1941,Provoked,USA,New York,Montauk,Fishing,,N
1564,05-Aug-1941,Invalid,AUSTRALIA,New South Wales,Parramata River,Swimming,,
1563,01-Aug-1941,Unprovoked,USA,South Carolina,Sullivan's Island at entrance to Charleston Harbor,Swimming at edge of channel,20,N
1562,22-Jul-1941,Boating,USA,New Jersey,"Brielle, Monmouth County (Offshore)",Fishing for tuna,,N
1561,01-Jul-1941,Provoked,USA,Hawaii,"Nankuli, O'ahu",Fishing,,N
1560,15-Jun-1941,Provoked,USA,New York,15 miles south of Jones Inlet,Fishing from 32' boat,43,N
1559,Jun-1941,Sea Disaster,PACIFIC OCEAN,Off coast of Ecuador,Between Esmeraldas & Salinas,"Ditched aircraft, 3 men in the water. Swam for 31 hours",,Y
1558,24-Mar-1941,Sea Disaster,SOUTH ATLANTIC OCEAN,,750 miles off the African coast,The troopship Britannia was sunk by the German raider Thor,,N
1557,09-Mar-1941,Provoked,USA,California,"Santa Monica, Los Angeles County",Fishing,53,N
1556,13-Feb-1941,Provoked,AUSTRALIA,New South Wales,Wollongong,Fishing,34,N
1555,01-Feb-1941,Provoked,JAMAICA,Trelawney Province,Bogue (near Falmouth),Seine netting,,N
1554,29-Jan-1941,Unprovoked,SOUTH ATLANTIC OCEAN,In Convoy OB 274,Off Sierra Leone,Rescuing seaman after ship sunk by German raider,19,N
1553,Jan-1941,Sea Disaster,ATLANTIC OCEAN,,,Adrift on raft after their ship was sunk by an Axis raider ,,Y
1552,1941,Unprovoked,SOLOMON ISLANDS,New Georgia,Munda,Floating,,N
1551,1941,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",Standing,,Y
1550,1941,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",,,Y
1549,1941,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",,,N
1548,1941,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",Slipped off rocks and fell into the water,6,Y
1547,1941,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",Standing,,Y
1546,1941,Unprovoked,PAPUA NEW GUINEA,,"Gaire Village, between Rigo & Port Moresby",,14,N
1545,28-Dec-1940,Unprovoked,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",Standing on sandbank,23,Y
1544,20-Dec-1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, South Coast",Swimming,17,Y
1543,19-Dec-1940,Unprovoked,AUSTRALIA,Queensland,Double Island Beach,Fishing,,N
1542,10-Dec-1940,Provoked,AUSTRALIA,Northern Territory,Darwin,Collecting fish in military trap when bitten by captured shark that had been shot by soldiers with Garten,,N
1541,Sep-1940,Unprovoked,PANAMA,Panama Bay (Pacific Ocean),Otoque Island,Bathing,18,Y
1540,13-Jul-1940,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Standing,,N
1539,13-Jul-1940,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Standing ,,N
1538,30-Jun-1940,Unprovoked,USA,North Carolina,"Holden Beach, Brunswick County",Fishing,,N
1537,31-Mar-1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Danger Pool, Winkelspruit, South Coast",Treading water,25,Y
1536,20-Mar-1940,Unprovoked,AUSTRALIA,New South Wales,Gerringong,Free diving for lobster,,N
1535,22-Feb-1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, South Coast",Swimming,17,Y
1534,20-Feb-1940,Boating,AUSTRALIA,New South Wales,Sydney Harbour,Canoeing,,N
1533,4-Feb-1940,Unprovoked,AUSTRALIA,New South Wales,"North Brighton, Botany Bay",Wading,55,Y
1532,29-Jan-1940,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Dived into the water,17,N
1531,23-Jan-1940,Unprovoked,AUSTRALIA,New South Wales,"North Brighton, Botany Bay",Swimming,13,Y
1530,15-Jan-1940,Unprovoked,AUSTRALIA,Queensland,"Surfers Paradise, near Southport",Swimming,22,N
1529,07-Jan-1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Warner Beach, South Coast",Swimming ,18,Y
1528,01-Jan-1940,Unprovoked,AUSTRALIA,Queensland,"Malagil, Barrier Reef",Diving for trochus,,N
1527,1940,Boating,SLOVENIA,Adriatic Sea,Koper,Boating,,N
1526,1940,Unprovoked,NEW GUINEA,Bwagaoia,"Bagalina, North coast Misima Island",,,Y
1525,1940,Unprovoked,PAPUA NEW GUINEA,Western Papuan Gulf,Kerema ,male,,N
1524,1940,Invalid,SOUTH AFRICA,Eastern Cape Province,Kidd's Beach,Swimming,,
1523,1940,Invalid,SOUTH AFRICA,KwaZulu-Natal,Winkelspruit,,,
1522,1940,Invalid,SOUTH AFRICA,Eastern Cape Province,"Kowie River Mouth, Port Alfred",Standing in water with child in her arms,,
1521,28-Dec-1939,Invalid,AUSTRALIA,New South Wales,"Cabramatta Creek, Georges River ",Swimming,40,
1520,14-Dec-1939,Unprovoked,AUSTRALIA,Queensland,"Rubbish Dump Creek, Mackay",Swimming ,20,Y
1519,23-Nov-1939,Boating,AUSTRALIA,New South Wales,Wollongong,,,N
1518,11-Nov-1939,Provoked,AUSTRALIA,New South Wales,Maroubra,,,N
1517,09-Nov-1939,Boating,AUSTRALIA,New South Wales,Wollongong,,,UNKNOWN
1516,06-Nov-1939,Boating,AUSTRALIA,New South Wales,Wollongong,,,UNKNOWN
1515,02-Nov-1939,Unprovoked,SAMOA,,,Fishing,,Y
1514,25-Oct-1939,Unprovoked,AUSTRALIA,Queensland,Near Restoration Rock off Portland Roads ,"Free diving for trochus shell, swimming to dinghy",27,N
1513,04-Oct-1939,Unprovoked,USA,Hawaii,"Kane'ohe Bay, Mokapu, O'ahu",Spearfishing & had just speared a ulua,,N
1512,27-Sep-1939,Unprovoked,AUSTRALIA,Torres Strait ,Near Mabuiag Island,Pearl diving,,N
1511,01-Aug-1939,Provoked,USA,California,"Off San Pedro, Los Angeles County",Fishing,33,N
1510,18-Jul-1939,Sea Disaster,PACIFIC OCEAN,,,Japanese freighter Bokuyo Maru burned & sank,3,Y
1509,16-Jul-1939,Provoked,BAHAMAS,Andros Islands,Blue Hole,"Dress diving, filming shark & pulling it through the water for a motion picture scene",38,N
1508,14-Jul-1939,Provoked,USA,Texas,"West Bay, 19 miles from Galveston",Seine netting,,N
1507,03-May-1939,Unprovoked,USA,Virginia,"At sea, several hundred miles south east of Cape Henry, Virginia",Washed off freighter Huncliff by a freak wave,,Y
1506,12-Apr-1939,Unprovoked,PAPUA NEW GUINEA,Morobe Province,Bulolol,Dived for a coin,9,Y
1505,24-Mar-1939,Unprovoked,PAPUA NEW GUINEA,Central Province,Port Moresby,Dived for a coin,,Y
1504,26-Feb-1939,Unprovoked,INDIA,Tamil Nadu, Chennai (formerly Madras),Bathing/Swimming,,Y
1503,26-Feb-1939,Provoked,NEW ZEALAND,North Island,Matakana River Mouth,Fishing,,N
1502,12-Jan-1939,Unprovoked,AUSTRALIA,New South Wales,Clarence River,Scooping prawns,Both 11,N
1501,oirld War II,Sea Disaster,SRI LANKA,,,She was on a ship that was torpedoes & was in the water awaiting rescue,,N
1500,1939,Boating,BAHAMAS,Andros Islands,Middle Bight,Fishing,,N
1499,1939,Unprovoked,VENEZUELA,Carabobo,"El Falito, near Puerto Cabello",Bathing,,Y
1498,1939,Unprovoked,CURACAO,Ascension Bay,,Diving,,N
1497,1939,Unprovoked,PAPUA NEW GUINEA,"Abau Sub District, Central Province",Aroma Passage,Swimming to anchored boat,,Y
1496,27-Dec-1938,Unprovoked,AUSTRALIA,New South Wales,"North Beach, Belligen River",Swimming,19,Y
1495,05-Oct-1938,Provoked,AUSTRALIA,Queensland,Between Wynnum & St. Helena Island,Fishing,18,N
1494,29-Aug-1938,Unprovoked,CHINA,North China,"Outer harbor, Hong Kong",Swimming alongside warship   Tsingt-ao,,Y
1493,18-Aug-1938,Provoked,USA,California,"Near Encino, Los Angeles County",Fishing,,N
1492,18-Jul-1938,Unprovoked,USA,South Carolina,Charleston,Swimming,,N
1491,17-Jul-1938,Provoked,TURKEY,,,Fishing,,N
1490,17-Jul-1938,Provoked,USA,California,"Dana Point, Orange County","Fishing, removing gaff from shark's mouth",27,N
1489,12-Jul-1938,Unprovoked,AUSTRALIA,Torres Strait,Off Bathurst Island,"Hardhat diving from Japanese pearling lugger, Reiyo Maru",25,Y
1488,17-Jun-1938,Unprovoked,NICARAGUA,Lower San Juan River,,"The schooner Elizabeth, bound from Bluefields, Nicaragua to the river port of San Carlos foundered",,Y
1487,08-Jun-1938,Unprovoked,AUSTRALIA,New South Wales,Manly,Hardhat diving,,N
1486,26-May-1938,Unprovoked,COSTA RICA,Nicoya Peninsula,,Fishing,,Y
1485,15-May-1938,Unprovoked,IRAQ,Basrah City,"Ashar Canal, where people wash clothes & kitchen pans","Swimming, naked",9 or 10,N
1484,02-May-1938,Unprovoked,INDIA,West Bengal,Hooghley River near Budge-Budge,Bathing,,Y
1483,21-Mar-1938,Unprovoked,FIJI,Viti Levu,Singatoka River,Wading,,N
1482,08-Mar-1938,Unprovoked,AUSTRALIA,Northern Territory,Liverpool River,Canoe capsized by shark,,N
1481,21-Jan-1938,Provoked,AUSTRALIA,New South Wales,Tweed Heads,Fishing,,N
1480,18-Jan-1938,Provoked,SOUTH AFRICA,KwaZulu-Natal,"Vetchs Pier, Durban","Watching seine netters with friends, one of whom picked up a netted shark",13,N
1479,14-Jan-1938,Invalid,AUSTRALIA,New South Wales,"Lady Martins Beach, Sydney Harbor",Diving off jetty,24,
1478,02-Jan-1938,Unprovoked,AUSTRALIA,New South Wales,Cronulla,Surf skiing,,N
1477,1938,Unprovoked,EGYPT,,Mersa Matruh,Sponge diving,,Y
1476,1938,Unprovoked,TRINIDAD & TOBAGO,Trinidad,"Manzanilla Bay, St. Andrew County",Body surfing,50,N
1475,1938,Provoked,USA,North Carolina,On one of the sounds near Wilmington,Fishing,,N
1474,1938,Unprovoked,AUSTRALIA,Torres Strait,,Diving,17,N
1473,1938,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Bilanhlolo River Mouth, Ramsgate",Swimming,,N
1472,13-Nov-1937,Sea Disaster,USA,North Carolina,Off Cape Hatteraa,"Tzenny Chandris, a Greek freighter laden with scrap iron, foundered in heavy weather",,Y
1471,11-Nov-1937,Unprovoked,AUSTRALIA,Torres Strait ,Ota Reef,Diving for trochus,17,Y
1470,06-Nov-1937,Sea Disaster,SOLOMON ISLANDS,,,"Two canoes with 14 aboard blown to sea in a storm. While adrift for 3 week, one person fell overboard and was killed by a shark",,Y
1469,27-Oct-1937,Unprovoked,AUSTRALIA,Queensland ,"Kirra Beach, Coolangatta",Swimming ,25,Y
1468,27-Oct-1937,Unprovoked,AUSTRALIA,Queensland,"Kirra Beach, Coolangatta",Swimming ,18,Y
1467,24-Oct-1937,Unprovoked,AUSTRALIA,New South Wales,Byron Bay ,Swimming near jetty,16,N
1466,24-Oct-1937,Unprovoked,AUSTRALIA,New South Wales,Byron Bay ,Surf skiing,,N
1465,,Provoked,CROATIA, Split-Dalmatia County,Bisk,Fishing,,N
1464,12-Sep-1937,Boating,SCOTLAND,Argyllshire,Arran,Pleasure boating,,N
1463,11-Sep-1937,Boating,SCOTLAND,Arran,Fallen Rocks,Fishing,,N
1462,01-Sep-1937,Unprovoked,SCOTLAND,Argyll,"Carradale Bay, Kintyre Peninsula",Rowing,,N
1461,31-Aug-1937,Unprovoked,AUSTRALIA,Torres Strait,"Mabuiag Island, between New Guinea & Australia","Diving from the lugger San, operated by the Protector of the Aborigines",38,N
1460,16-Aug-1937,Invalid,TURKEY,,Istanbul,Swimming,,
1459,02-Aug-1937,Unprovoked,PANAMA,Colon Province,Limon Bay,Swimming,21,Y
1458,16-Jul-1937,Unprovoked,AUSTRALIA,Northern Territory,Elcho Island,Pearl diving,,Y
1457,07-Jul-1937,Invalid,ITALY,Liguria,Borgeo Verezzi,,,
1456,28-Jun-1937,Unprovoked,GREECE,,Salonika?,,,Y
1455,15-Jun-1937,Provoked,AUSTRALIA,New South Wales,"Wallamba River, near entrance to Wallis Lake","Fishing from launch, fell into net with shark",,N
1454,15-Jun-1937,Unprovoked,USA,Texas,Galveston,Swimming,14,Y
1453,30-May-1937,Provoked,USA,Texas,Galveston,Fishing,,N
1452,15-May-1937,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville","Refused permission to cross on the ferry, he was swimming across the river",33,Y
1451,26-Mar-1937,Invalid,AUSTRALIA,New South Wales,South Cronulla,Bathing,16,
1450,09-Mar-1937,Invalid,AUSTRALIA,Victoria,Port Melbourne,Swimming,43,
1449,13-Feb-1937,Unprovoked,AUSTRALIA,New South Wales,"Bar Beach, Newcastle",Swimming,32,Y
1448,11-Feb-1937,Unprovoked,AUSTRALIA,New South Wales,Kempsey,Swimming ashore after launch capsized,,N
1447,04-Feb-1937,Boating,AUSTRALIA,New South Wales, Botany Bay ,Fishing,,N
1446,03-Feb-1937,Provoked,AUSTRALIA,Queensland,Moreton Island,Fishing,20,N
1445,1937,Invalid,AUSTRALIA,South Australia,Port Germein,12 of the Penang's crew were returning to the ship when their 12' dinghy capsized,,
1444,27-Jan-1937,Provoked,AUSTRALIA,New South Wales,"Lake Conjola, near Milton",Holding shark's tail ,18,N
1443,1937,Unprovoked,AUSTRALIA,Torres Strait,,,,N
1442,30-Dec-1936,Unprovoked,USA,Hawaii,"Honokohau, Maui","Diving, attempting to retrieve body of drowning victim wedged between rocks",,N
1441,19-Dec-1936,Boating,AUSTRALIA,Queensland,Brisbane River,Sculling,,N
1440,15-Dec-1936,Provoked,AUSTRALIA,New South Wales,Newcastle Harbor,Fishing for the shark that killed George Lundberg,,N
1439,12-Dec-1936,Unprovoked,AUSTRALIA,New South Wales,"Throsby Creek, Newcastle",Swimming,15,Y
1438,01-Dec-1936,Boating,AUSTRALIA,Victoria,Mordialloc,Fishing,50,Y
1437,27-Nov-1936,Provoked,AUSTRALIA,Torres Strait,Near Thursday Island,Spearfishing ,,N
1436,11-Sep-1936,,VIETNAM,,Saigon,Wreck of a sampam,,Y
1435,04-Sep-1936,Unprovoked,USA,Hawaii,"Lahaina, Maui",Swimming,,N
1434,24-Aug-1936,Unprovoked,AUSTRALIA,Torres Strait,Near Mabuiag Island,"Trochus diving, but floating on surface",,N
1433,13-Aug-1936,Unprovoked,ICELAND,Fishing Grounds,,Swept overboard,,N
1432,11-Aug-1936,Provoked,CANADA,Newfoundland,Georges Bank,Fishing for cod,,N
1431,04-Aug-1936,Unprovoked,AUSTRALIA,Torres Strait,Bathurst Island,Pearl diving,,N
1430,Aug-1936,Boating,USA,North Carolina,"Pamlico Sound off Frisco, Dare County",Fishing,13,N
1429,25-Jul-1936,Unprovoked,USA,Massachusetts,"Hollywood Beach, just above Mattapoisett Harbor, Buzzards Bay",Swimming crawl stroke,16,Y
1428,12-Jul-1936,Boating,USA,New Jersey,"Long Branch, Monmouth County (offshore)",Fishing for bluefish,,N
1427,07-Jul-1936,Unprovoked,AUSTRALIA,Torres Strait,Off Nepean Island,Diving,,N
1426,Jul-1936,Boating,SOUTH AFRICA,Western Cape Province,Cape Point,"Fishing, catching snoek, Thyrsites atun",,N
1425,26-Jun-1936,Unprovoked,AUSTRALIA,Torres Strait,Nepean Island,"Diving for trochus , but swimming on surface",16,Y
1424,06-Jun-1936,Unprovoked,USA,Florida,"Boca Ciega Bay, Pinellas County",Swimming,,Y
1423,22-Apr-1936,Unprovoked,AUSTRALIA,Queensland,Arlington Reef near Cairns,Diving for trochus,16,N
1422,08-Ap-1936,Unprovoked,AUSTRALIA,Queensland,Arlington Reef near Cairns,Diving,,N
1421,30-Mar-1936,Provoked,USA,Florida,"Miami, Miami-Date County",Fishing,,N
1420,12-Mar-1936,Unprovoked,AUSTRALIA,Torres Strait,"Near Shelburne Bay, Queenland",Among 31 survivors of crew from the sampan Fukulya Maru (which reached Thursday Island in rowing boat) was a man whose arm had been bitten off by shark. The sampan wrecked west of McArthur island ,,N
1419,19-Mar-1936,Unprovoked,AUSTRALIA,Queensland,"Near Forbes Island, Barrier Reef",Diving for trochus,,N
1418,04-Mar-1936,Boating,AUSTRALIA,Northern Territory,Between Cape Hotham & Darwin (50 miles from Darwin),Rowing ,,N
1417,23-Feb-1936,Provoked,AUSTRALIA,New South Wales,"Angourie, near Yamba",Touching the mouth of a supposedly dead shark,young,N
1416,20-Feb-1936,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Sculling,,N
1415,04-Feb-1936,Unprovoked,AUSTRALIA,New South Wales,"South Steyne, Manly",Swimming,14,Y
1414,22-Jan-1936,Unprovoked,AUSTRALIA,South Australia,"West Beach, near Adelaide","Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",13,Y
1413,05-Jan-1936,Invalid,AUSTRALIA,Queensland,"Main Beach, Southport",Surfing,17,
1412,Jan-1936,Provoked,AUSTRALIA,New South Wales,North Bondi,Paddleskiing,,N
1411,1936,Unprovoked,AUSTRALIA,Victoria ,"Port Phillip Bay, Port Melbourne",Swimming ,,Y
1410,23-Dec-1935,Provoked,AUSTRALIA,Victoria,150 yards from the pier at Lorne,Cruising,,N
1409,13-Nov-1935,Unprovoked,AUSTRALIA,Torres Strait,Barrier Reef near Innisfail,Diving?,20,N
1408,21-Sep-1935,Unprovoked,USA,North Carolina,"Browns Inlet on New River, Onslow Beach",Swimming,38,Y
1407,04-Sep-1935,Unprovoked,PAPUA NEW GUINEA,Central Province,Hula,Swimming,,Y
1406,26-Aug-1935,Unprovoked,AUSTRALIA,Queensland,"At Flat Top, near Mackay","Fell overboard, hanging onto lifebuoy",38,Y
1405,24-Aug-1935,Invalid,UNITED KINGDOM,Isle of Wight,Atherfield,Fishing,,
1404,13-Aug-1935,Unprovoked,AUSTRALIA,Torres Strait,"Near Warrior Reefs, Queensland",Diving for beche-de-mer from lugger,,Y
1403,27-Jul-1935,Invalid,USA,California,Santa Barbara Channel,fishing boat exploded & sank,23,
1402,27-Jul-1935,Invalid,USA,California,Santa Barbara Channel,fishing boat exploded & sank,53,
1401,05-Jul-1935,Unprovoked,PANAMA,,off Culebra,"Fishing with dynamite, afterwards in water retrieving catch",14,Y
1400,01-Jul-1935,Unprovoked,CROATIA,Adriatic Sea,"Susak / Fiume (Rijeka, Istria)",Swimming,22,Y
1399,18-Jun-1935,Unprovoked,USA,New Jersey,50 miles offshore,"Fishing for bluefish, shark leapt into dory",31,N
1398,05-Jun-1935,Unprovoked,SOLOMON ISLANDS,Makira-Uluwa Province,Makira Island,Fishing,,Y
1397,Jun-1935,Boating,AUSTRALIA,South Australia,Off Port Broughton,,,N
1396,Jun-1935,Unprovoked,PAPUA NEW GUINEA,Northern (Oro) Province,"Dobu Passage,  D'Entrecasteaux Islands (between Normanby & Fergusson Islands)",,,N
1395,19-May-1935,Provoked,SOUTH AFRICA,KwaZulu-Natal,"North Pier, Durban",Put foot inside a landed & supposedly dead shark,,N
1394,12-May-1935,Unprovoked,AUSTRALIA,Torres Strait,On edge of reef near Warrior Island,Pearl diving,,N
1393,25-Apr-1935,Invalid,AUSTRALIA,New South Wales,Coogee,"Disappeared 11 days earlier, probable homicide victim",40,
1392,12-Apr-1935,Unprovoked,,,,Diving,,N
1391,08-Apr-1935,Unprovoked,USA,California,"Hermosa Beach, Los Angeles County",,,N
1390,30-Mar-1935,Unprovoked,AUSTRALIA,Queensland,Barrier Reef off Mackay,Diving from dinghy for trochus shell,,N
1389,25-Mar-1935,Provoked,SOUTH AFRICA,KwaZulu-Natal,"North Pier, Durban",Put foot inside mouth of supposedly dead shark,,N
1388,20-Mar-1935,Unprovoked,AUSTRALIA,Torres Strait,Three Mile Reef off Lizard Island 50 miles north of Cooktown,"Pearl diving, but standing in the water",,N
1387,13-Mar-1935,Provoked,AUSTRALIA,Queensland,Pimpana River,Hauling in net with shark in it,38,N
1386,11-Mar-1935,Unprovoked,AUSTRALIA,New South Wales,Newcastle,Surfing,,N
1385,09-Mar-1935,Unprovoked,AUSTRALIA,New South Wales,Maroubra Beach,Swimming,27,Y
1384,02-Mar-1935,Unprovoked,AUSTRALIA,New South Wales,North Narrabeen Beach,Standing,22,Y
1383,14-Feb-1935,Unprovoked,AUSTRALIA,New South Wales,Austinmer,Surfing (pneumatic surfboard),20,N
1382,24-Jan-1935,Unprovoked,AUSTRALIA,New South Wales,"Off Ben Buckler, near Sydney",Fishing,,N
1381,24-Jan-1935,Boating,AUSTRALIA,Queensland,"Ross River, Townsville",Fishing for sharks,,N
1380,21-Jan-1935,Invalid,ISRAEL,Herzliyah,Sidny Ali,,,
1379,17-Jan-1935,Invalid,AUSTRALIA,Queensland,"Seaforth River, near MacKay",,5,
1378,31-Dec-1934,Unprovoked,AUSTRALIA,New South Wales,Georges River at Kentucky,Splashing,13,N
1377,31-Dec-1934,Unprovoked,AUSTRALIA,New South Wales," St. Georges River at Moorebank, near Milperra Bridge",Swimming (lead swimmer in race),19,Y
1376,23-Dec-1934,Unprovoked,AUSTRALIA,New South Wales,Woy Woy  on the Brisbane Waters,Taken as he dived into the water,14,Y
1375,23-Oct-1934,Unprovoked,AUSTRALIA,New South Wales,Woy Woy on the Brisbane Waters,Swimming & splashing,12,N
1374,09-Oct-1934,Unprovoked,AUSTRALIA,Northern Territory,"Redcliff, Cobourg Peninsula",Bathing,38,Y
1373,08-Oct-1934,Provoked,BERMUDA,Hamilton,Hamilton Parish,Fishing,,N
1372,22-Oct-1934,Unprovoked,AUSTRALIA,Torres Strait,Warrior Reefs,Freediving for trochus shell (submerged),,Y
1371,08-Sep-1934,Provoked,BERMUDA,Hamilton,Nine miles off Frasconi Flats,Fishing,,N
